,ID,Radius,Diameter,geometry,score_distance,score_landuse,score_tanksize,score_floods,Even_Weighting_Final,Distance_Priority_Final,Flood_Zones_Priority_Final,Tank_Size_Priority_Final,Land_Use_Priority_Final,even_rank,distance_rank,flood_rank,tank_rank,landuse_rank,Mean_Score,mean_rank
98,347,6.504286227,13.00857245,"POLYGON ((375919.05700709147 166157.52426200287, 375919.0256871755 166156.88673046706, 375918.9320290555 166156.25533870846, 375918.7769347103 166155.63616737482, 375918.56189778325 166155.03517942462, 375918.2889891975 166154.4581627003, 375917.96083721204 166153.91067418837, 375917.5806021097 166153.39798650247, 375917.1519457625 166152.9250371053, 375916.67899636534 166152.4963807581, 375916.16630867944 166152.11614565577, 375915.6188201675 166151.78799367027, 375915.0418034432 166151.51508508457, 375914.440815493 166151.30004815754, 375913.8216441594 166151.14495381236, 375913.19025240076 166151.0512956923, 375912.55272086494 166151.01997577635, 375911.9151893291 166151.0512956923, 375911.2837975705 166151.14495381236, 375910.6646262369 166151.30004815754, 375910.06363828667 166151.51508508457, 375909.4866215624 166151.78799367027, 375908.93913305044 166152.11614565577, 375908.42644536454 166152.4963807581, 375907.9534959674 166152.9250371053, 375907.52483962016 166153.39798650247, 375907.14460451785 166153.91067418837, 375906.81645253237 166154.4581627003, 375906.54354394664 166155.03517942462, 375906.3285070196 166155.63616737482, 375906.1734126744 166156.25533870846, 375906.0797545544 166156.88673046706, 375906.0484346384 166157.52426200287, 375906.0797545544 166158.1617935387, 375906.1734126744 166158.79318529728, 375906.3285070196 166159.41235663093, 375906.54354394664 166160.01334458112, 375906.81645253237 166160.59036130545, 375907.14460451785 166161.13784981737, 375907.52483962016 166161.65053750327, 375907.9534959674 166162.12348690044, 375908.42644536454 166162.55214324765, 375908.93913305044 166162.93237834997, 375909.4866215624 166163.26053033548, 375910.06363828667 166163.53343892118, 375910.6646262369 166163.7484758482, 375911.2837975705 166163.9035701934, 375911.9151893291 166163.99722831344, 375912.55272086494 166164.0285482294, 375913.19025240076 166163.99722831344, 375913.8216441594 166163.9035701934, 375914.440815493 166163.7484758482, 375915.0418034432 166163.53343892118, 375915.6188201675 166163.26053033548, 375916.16630867944 166162.93237834997, 375916.67899636534 166162.55214324765, 375917.1519457625 166162.12348690044, 375917.5806021097 166161.65053750327, 375917.96083721204 166161.13784981737, 375918.2889891975 166160.59036130545, 375918.56189778325 166160.01334458112, 375918.7769347103 166159.41235663093, 375918.9320290555 166158.79318529728, 375919.0256871755 166158.1617935387, 375919.05700709147 166157.52426200287))",0.509035106,0.5,0.153878764,1,0.540728467,0.527599368,0.69943708,0.403746403,0.524888836,131,91,118,142,160,0.539280031,133
99,352,15,30,"POLYGON ((377241.42551161384 165698.77428691322, 377241.3532825139 165697.30402980826, 377241.1372908199 165695.84793208298, 377240.77961664984 165694.4200167544, 377240.2837046015 165693.03403542776, 377239.65433057904 165691.70333586083, 377238.89755579835 165690.44073341793, 377238.0206684143 165689.25838765077, 377237.03211333166 165688.16768519543, 377235.9414108763 165687.17913011278, 377234.75906510913 165686.30224272868, 377233.49646266625 165685.545467948, 377232.1657630993 165684.91609392554, 377230.77978177264 165684.42018187724, 377229.3518664441 165684.06250770716, 377227.8957687188 165683.84651601315, 377226.42551161384 165683.77428691322, 377224.9552545089 165683.84651601315, 377223.49915678357 165684.06250770716, 377222.07124145504 165684.42018187724, 377220.68526012835 165684.91609392554, 377219.3545605614 165685.545467948, 377218.09195811854 165686.30224272868, 377216.9096123514 165687.17913011278, 377215.818909896 165688.16768519543, 377214.83035481337 165689.25838765077, 377213.9534674293 165690.44073341793, 377213.19669264863 165691.70333586083, 377212.56731862616 165693.03403542776, 377212.07140657783 165694.4200167544, 377211.7137324078 165695.84793208298, 377211.49774071376 165697.30402980826, 377211.42551161384 165698.77428691322, 377211.49774071376 165700.24454401818, 377211.7137324078 165701.70064174346, 377212.07140657783 165703.12855707205, 377212.56731862616 165704.51453839868, 377213.19669264863 165705.8452379656, 377213.9534674293 165707.1078404085, 377214.83035481337 165708.29018617567, 377215.818909896 165709.380888631, 377216.9096123514 165710.36944371366, 377218.09195811854 165711.24633109776, 377219.3545605614 165712.00310587845, 377220.68526012835 165712.6324799009, 377222.07124145504 165713.1283919492, 377223.49915678357 165713.48606611928, 377224.9552545089 165713.7020578133, 377226.42551161384 165713.77428691322, 377227.8957687188 165713.7020578133, 377229.3518664441 165713.48606611928, 377230.77978177264 165713.1283919492, 377232.1657630993 165712.6324799009, 377233.49646266625 165712.00310587845, 377234.75906510913 165711.24633109776, 377235.9414108763 165710.36944371366, 377237.03211333166 165709.380888631, 377238.0206684143 165708.29018617567, 377238.89755579835 165707.1078404085, 377239.65433057904 165705.8452379656, 377240.2837046015 165704.51453839868, 377240.77961664984 165703.12855707205, 377241.1372908199 165701.70064174346, 377241.3532825139 165700.24454401818, 377241.42551161384 165698.77428691322))",0,0.5,0.998327493,1,0.624581873,0.399749124,0.749749124,0.724163746,0.549749124,75.5,166.5,76.5,53.5,138.5,0.609598598,83.5
100,353,15,30,"POLYGON ((377383.071143386 165855.2656571896, 377382.9989142861 165853.79540008464, 377382.7829225921 165852.33930235935, 377382.425248422 165850.91138703076, 377381.9293363737 165849.52540570413, 377381.2999623512 165848.1947061372, 377380.5431875705 165846.9321036943, 377379.6663001865 165845.74975792714, 377378.67774510384 165844.6590554718, 377377.58704264846 165843.67050038915, 377376.4046968813 165842.79361300505, 377375.14209443843 165842.03683822436, 377373.8113948715 165841.4074642019, 377372.4254135448 165840.91155215362, 377370.9974982163 165840.55387798353, 377369.54140049097 165840.33788628952, 377368.071143386 165840.2656571896, 377366.60088628106 165840.33788628952, 377365.14478855574 165840.55387798353, 377363.7168732272 165840.91155215362, 377362.3308919005 165841.4074642019, 377361.0001923336 165842.03683822436, 377359.7375898907 165842.79361300505, 377358.55524412356 165843.67050038915, 377357.4645416682 165844.6590554718, 377356.47598658554 165845.74975792714, 377355.5990992015 165846.9321036943, 377354.8423244208 165848.1947061372, 377354.21295039833 165849.52540570413, 377353.71703835 165850.91138703076, 377353.35936417995 165852.33930235935, 377353.14337248594 165853.79540008464, 377353.071143386 165855.2656571896, 377353.14337248594 165856.73591429455, 377353.35936417995 165858.19201201983, 377353.71703835 165859.61992734842, 377354.21295039833 165861.00590867506, 377354.8423244208 165862.33660824198, 377355.5990992015 165863.5992106849, 377356.47598658554 165864.78155645204, 377357.4645416682 165865.8722589074, 377358.55524412356 165866.86081399003, 377359.7375898907 165867.73770137414, 377361.0001923336 165868.49447615482, 377362.3308919005 165869.12385017728, 377363.7168732272 165869.61976222557, 377365.14478855574 165869.97743639565, 377366.60088628106 165870.19342808967, 377368.071143386 165870.2656571896, 377369.54140049097 165870.19342808967, 377370.9974982163 165869.97743639565, 377372.4254135448 165869.61976222557, 377373.8113948715 165869.12385017728, 377375.14209443843 165868.49447615482, 377376.4046968813 165867.73770137414, 377377.58704264846 165866.86081399003, 377378.67774510384 165865.8722589074, 377379.6663001865 165864.78155645204, 377380.5431875705 165863.5992106849, 377381.2999623512 165862.33660824198, 377381.9293363737 165861.00590867506, 377382.425248422 165859.61992734842, 377382.7829225921 165858.19201201983, 377382.9989142861 165856.73591429455, 377383.071143386 165855.2656571896))",0,0.5,0.998327493,1,0.624581873,0.399749124,0.749749124,0.724163746,0.549749124,75.5,166.5,76.5,53.5,138.5,0.609598598,83.5
101,354,15,30,"POLYGON ((377081.6578206739 165663.21408636222, 377081.58559157397 165661.74382925726, 377081.36959987995 165660.28773153198, 377081.0119257099 165658.8598162034, 377080.5160136616 165657.47383487676, 377079.8866396391 165656.14313530983, 377079.1298648584 165654.88053286693, 377078.25297747436 165653.69818709977, 377077.2644223917 165652.60748464442, 377076.17371993634 165651.61892956178, 377074.9913741692 165650.74204217768, 377073.7287717263 165649.985267397, 377072.3980721594 165649.35589337454, 377071.0120908327 165648.85998132624, 377069.58417550416 165648.50230715616, 377068.12807777885 165648.28631546214, 377066.6578206739 165648.21408636222, 377065.18756356894 165648.28631546214, 377063.7314658436 165648.50230715616, 377062.3035505151 165648.85998132624, 377060.9175691884 165649.35589337454, 377059.5868696215 165649.985267397, 377058.3242671786 165650.74204217768, 377057.14192141144 165651.61892956178, 377056.05121895607 165652.60748464442, 377055.0626638734 165653.69818709977, 377054.1857764894 165654.88053286693, 377053.4290017087 165656.14313530983, 377052.7996276862 165657.47383487676, 377052.3037156379 165658.8598162034, 377051.94604146783 165660.28773153198, 377051.7300497738 165661.74382925726, 377051.6578206739 165663.21408636222, 377051.7300497738 165664.68434346718, 377051.94604146783 165666.14044119246, 377052.3037156379 165667.56835652105, 377052.7996276862 165668.95433784768, 377053.4290017087 165670.2850374146, 377054.1857764894 165671.5476398575, 377055.0626638734 165672.72998562467, 377056.05121895607 165673.82068808, 377057.14192141144 165674.80924316266, 377058.3242671786 165675.68613054676, 377059.5868696215 165676.44290532745, 377060.9175691884 165677.0722793499, 377062.3035505151 165677.5681913982, 377063.7314658436 165677.92586556828, 377065.18756356894 165678.1418572623, 377066.6578206739 165678.21408636222, 377068.12807777885 165678.1418572623, 377069.58417550416 165677.92586556828, 377071.0120908327 165677.5681913982, 377072.3980721594 165677.0722793499, 377073.7287717263 165676.44290532745, 377074.9913741692 165675.68613054676, 377076.17371993634 165674.80924316266, 377077.2644223917 165673.82068808, 377078.25297747436 165672.72998562467, 377079.1298648584 165671.5476398575, 377079.8866396391 165670.2850374146, 377080.5160136616 165668.95433784768, 377081.0119257099 165667.56835652105, 377081.36959987995 165666.14044119246, 377081.58559157397 165664.68434346718, 377081.6578206739 165663.21408636222))",0,0.5,0.998327493,1,0.624581873,0.399749124,0.749749124,0.724163746,0.549749124,75.5,166.5,76.5,53.5,138.5,0.609598598,83.5
102,362,15,30,"POLYGON ((375894.16692031606 166217.80435820235, 375894.09469121613 166216.3341010974, 375893.8786995221 166214.8780033721, 375893.52102535206 166213.45008804352, 375893.02511330374 166212.0641067169, 375892.39573928126 166210.73340714996, 375891.63896450057 166209.47080470706, 375890.7620771165 166208.2884589399, 375889.7735220339 166207.19775648456, 375888.6828195785 166206.2092014019, 375887.50047381135 166205.3323140178, 375886.2378713685 166204.57553923712, 375884.90717180155 166203.94616521467, 375883.52119047486 166203.45025316637, 375882.0932751463 166203.0925789963, 375880.637177421 166202.87658730228, 375879.16692031606 166202.80435820235, 375877.6966632111 166202.87658730228, 375876.2405654858 166203.0925789963, 375874.81265015726 166203.45025316637, 375873.42666883057 166203.94616521467, 375872.09596926364 166204.57553923712, 375870.83336682076 166205.3323140178, 375869.6510210536 166206.2092014019, 375868.56031859823 166207.19775648456, 375867.5717635156 166208.2884589399, 375866.69487613154 166209.47080470706, 375865.93810135085 166210.73340714996, 375865.3087273284 166212.0641067169, 375864.81281528005 166213.45008804352, 375864.45514111 166214.8780033721, 375864.239149416 166216.3341010974, 375864.16692031606 166217.80435820235, 375864.239149416 166219.2746153073, 375864.45514111 166220.7307130326, 375864.81281528005 166222.15862836118, 375865.3087273284 166223.54460968781, 375865.93810135085 166224.87530925474, 375866.69487613154 166226.13791169765, 375867.5717635156 166227.3202574648, 375868.56031859823 166228.41095992015, 375869.6510210536 166229.3995150028, 375870.83336682076 166230.2764023869, 375872.09596926364 166231.03317716758, 375873.42666883057 166231.66255119003, 375874.81265015726 166232.15846323833, 375876.2405654858 166232.5161374084, 375877.6966632111 166232.73212910243, 375879.16692031606 166232.80435820235, 375880.637177421 166232.73212910243, 375882.0932751463 166232.5161374084, 375883.52119047486 166232.15846323833, 375884.90717180155 166231.66255119003, 375886.2378713685 166231.03317716758, 375887.50047381135 166230.2764023869, 375888.6828195785 166229.3995150028, 375889.7735220339 166228.41095992015, 375890.7620771165 166227.3202574648, 375891.63896450057 166226.13791169765, 375892.39573928126 166224.87530925474, 375893.02511330374 166223.54460968781, 375893.52102535206 166222.15862836118, 375893.8786995221 166220.7307130326, 375894.09469121613 166219.2746153073, 375894.16692031606 166217.80435820235))",0.505996015,0.5,0.998327493,1,0.751080877,0.652747131,0.825648526,0.825362949,0.650948327,10,32,18,9,56,0.741157562,12
103,364,15,30,"POLYGON ((376191.5356172819 166012.62753422084, 376191.463388182 166011.15727711588, 376191.247396488 166009.7011793906, 376190.8897223179 166008.273264062, 376190.3938102696 166006.88728273538, 376189.7644362471 166005.55658316845, 376189.0076614664 166004.29398072555, 376188.1307740824 166003.1116349584, 376187.14221899974 166002.02093250304, 376186.05151654436 166001.0323774204, 376184.8691707772 166000.1554900363, 376183.60656833433 165999.3987152556, 376182.2758687674 165998.76934123316, 376180.8898874407 165998.27342918486, 376179.4619721122 165997.91575501478, 376178.0058743869 165997.69976332076, 376176.5356172819 165997.62753422084, 376175.06536017696 165997.69976332076, 376173.60926245165 165997.91575501478, 376172.1813471231 165998.27342918486, 376170.7953657964 165998.76934123316, 376169.4646662295 165999.3987152556, 376168.2020637866 166000.1554900363, 376167.01971801947 166001.0323774204, 376165.9290155641 166002.02093250304, 376164.94046048145 166003.1116349584, 376164.0635730974 166004.29398072555, 376163.3067983167 166005.55658316845, 376162.67742429423 166006.88728273538, 376162.1815122459 166008.273264062, 376161.82383807586 166009.7011793906, 376161.60784638184 166011.15727711588, 376161.5356172819 166012.62753422084, 376161.60784638184 166014.0977913258, 376161.82383807586 166015.55388905108, 376162.1815122459 166016.98180437967, 376162.67742429423 166018.3677857063, 376163.3067983167 166019.69848527323, 376164.0635730974 166020.96108771613, 376164.94046048145 166022.1434334833, 376165.9290155641 166023.23413593863, 376167.01971801947 166024.22269102128, 376168.2020637866 166025.09957840538, 376169.4646662295 166025.85635318607, 376170.7953657964 166026.48572720852, 376172.1813471231 166026.98163925682, 376173.60926245165 166027.3393134269, 376175.06536017696 166027.5553051209, 376176.5356172819 166027.62753422084, 376178.0058743869 166027.5553051209, 376179.4619721122 166027.3393134269, 376180.8898874407 166026.98163925682, 376182.2758687674 166026.48572720852, 376183.60656833433 166025.85635318607, 376184.8691707772 166025.09957840538, 376186.05151654436 166024.22269102128, 376187.14221899974 166023.23413593863, 376188.1307740824 166022.1434334833, 376189.0076614664 166020.96108771613, 376189.7644362471 166019.69848527323, 376190.3938102696 166018.3677857063, 376190.8897223179 166016.98180437967, 376191.247396488 166015.55388905108, 376191.463388182 166014.0977913258, 376191.5356172819 166012.62753422084))",0.575213563,0.5,0.998327493,0.3,0.593385264,0.582355905,0.486031158,0.734206459,0.559791837,98,70,173,46,124,0.591154125,100
104,365,15,30,"POLYGON ((375854.54670732655 165900.64642008836, 375854.4744782266 165899.1761629834, 375854.2584865326 165897.72006525812, 375853.90081236255 165896.29214992953, 375853.4049003142 165894.9061686029, 375852.77552629175 165893.57546903598, 375852.01875151106 165892.31286659307, 375851.141864127 165891.13052082591, 375850.15330904437 165890.03981837057, 375849.062606589 165889.05126328793, 375847.88026082184 165888.17437590382, 375846.61765837896 165887.41760112313, 375845.28695881204 165886.78822710068, 375843.90097748535 165886.2923150524, 375842.4730621568 165885.9346408823, 375841.0169644315 165885.7186491883, 375839.54670732655 165885.64642008836, 375838.0764502216 165885.7186491883, 375836.6203524963 165885.9346408823, 375835.19243716775 165886.2923150524, 375833.80645584106 165886.78822710068, 375832.4757562741 165887.41760112313, 375831.21315383125 165888.17437590382, 375830.0308080641 165889.05126328793, 375828.9401056087 165890.03981837057, 375827.9515505261 165891.13052082591, 375827.07466314203 165892.31286659307, 375826.31788836134 165893.57546903598, 375825.68851433886 165894.9061686029, 375825.19260229054 165896.29214992953, 375824.8349281205 165897.72006525812, 375824.6189364265 165899.1761629834, 375824.54670732655 165900.64642008836, 375824.6189364265 165902.11667719332, 375824.8349281205 165903.5727749186, 375825.19260229054 165905.0006902472, 375825.68851433886 165906.38667157383, 375826.31788836134 165907.71737114075, 375827.07466314203 165908.97997358366, 375827.9515505261 165910.1623193508, 375828.9401056087 165911.25302180616, 375830.0308080641 165912.2415768888, 375831.21315383125 165913.1184642729, 375832.4757562741 165913.8752390536, 375833.80645584106 165914.50461307605, 375835.19243716775 165915.00052512434, 375836.6203524963 165915.35819929442, 375838.0764502216 165915.57419098844, 375839.54670732655 165915.64642008836, 375841.0169644315 165915.57419098844, 375842.4730621568 165915.35819929442, 375843.90097748535 165915.00052512434, 375845.28695881204 165914.50461307605, 375846.61765837896 165913.8752390536, 375847.88026082184 165913.1184642729, 375849.062606589 165912.2415768888, 375850.15330904437 165911.25302180616, 375851.141864127 165910.1623193508, 375852.01875151106 165908.97997358366, 375852.77552629175 165907.71737114075, 375853.4049003142 165906.38667157383, 375853.90081236255 165905.0006902472, 375854.2584865326 165903.5727749186, 375854.4744782266 165902.11667719332, 375854.54670732655 165900.64642008836))",0.291451123,0.5,0.998327493,0.3,0.522444654,0.440474685,0.443466792,0.677453971,0.503039349,144,141,189,66,172,0.51737589,147
105,374,4.422007136,8.844014272,"POLYGON ((376474.14211714437 166544.11257473967, 376474.12082397135 166543.67914224567, 376474.0571495172 166543.2498839435, 376473.9517070017 166542.8289338253, 376473.80551189394 166542.42034587084, 376473.61997213267 166542.02805500544, 376473.3968745673 166541.65583920458, 376473.1383677493 166541.30728310993, 376472.84694124066 166540.9857435072, 376472.5254016379 166540.69431699853, 376472.17684554326 166540.43581018053, 376471.8046297424 166540.21271261512, 376471.412338877 166540.02717285388, 376471.0037509225 166539.88097774613, 376470.5828008043 166539.7755352306, 376470.15354250214 166539.71186077647, 376469.72011000814 166539.69056760345, 376469.28667751414 166539.71186077647, 376468.857419212 166539.7755352306, 376468.4364690938 166539.88097774613, 376468.0278811393 166540.02717285388, 376467.6355902739 166540.21271261512, 376467.263374473 166540.43581018053, 376466.9148183784 166540.69431699853, 376466.59327877563 166540.9857435072, 376466.301852267 166541.30728310993, 376466.04334544897 166541.65583920458, 376465.8202478836 166542.02805500544, 376465.63470812235 166542.42034587084, 376465.48851301457 166542.8289338253, 376465.3830704991 166543.2498839435, 376465.31939604494 166543.67914224567, 376465.2981028719 166544.11257473967, 376465.31939604494 166544.54600723367, 376465.3830704991 166544.97526553585, 376465.48851301457 166545.39621565404, 376465.63470812235 166545.8048036085, 376465.8202478836 166546.1970944739, 376466.04334544897 166546.56931027476, 376466.301852267 166546.91786636942, 376466.59327877563 166547.23940597216, 376466.9148183784 166547.5308324808, 376467.263374473 166547.78933929882, 376467.6355902739 166548.01243686423, 376468.0278811393 166548.19797662547, 376468.4364690938 166548.34417173322, 376468.857419212 166548.44961424873, 376469.28667751414 166548.51328870287, 376469.72011000814 166548.5345818759, 376470.15354250214 166548.51328870287, 376470.5828008043 166548.44961424873, 376471.0037509225 166548.34417173322, 376471.412338877 166548.19797662547, 376471.8046297424 166548.01243686423, 376472.17684554326 166547.78933929882, 376472.5254016379 166547.5308324808, 376472.84694124066 166547.23940597216, 376473.1383677493 166546.91786636942, 376473.3968745673 166546.56931027476, 376473.61997213267 166546.1970944739, 376473.80551189394 166545.8048036085, 376473.9517070017 166545.39621565404, 376474.0571495172 166544.97526553585, 376474.12082397135 166544.54600723367, 376474.14211714437 166544.11257473967))",0.807899513,0.5,0.048716439,1,0.589153988,0.661257222,0.728492393,0.410938122,0.568887368,101,28,95,137,110,0.591745819,99
106,379,8.628591202,17.2571824,"POLYGON ((376312.9876438555 166499.4431918147, 376312.94609483046 166498.59744198, 376312.82184789504 166497.75983717857, 376312.61609961523 166496.9384440025, 376312.33083145943 166496.14117291706, 376311.9687907159 166495.37570207872, 376311.53346403496 166494.64940339004, 376311.0290438505 166493.9692715044, 376310.46038800455 166493.34185646375, 376309.83297296386 166492.77320061784, 376309.1528410783 166492.26878043334, 376308.4265423896 166491.83345375236, 376307.6610715512 166491.47141300884, 376306.8638004658 166491.18614485304, 376306.04240728973 166490.98039657326, 376305.20480248827 166490.85614963787, 376304.3590526536 166490.8146006128, 376303.51330281893 166490.85614963787, 376302.67569801747 166490.98039657326, 376301.85430484137 166491.18614485304, 376301.057033756 166491.47141300884, 376300.2915629176 166491.83345375236, 376299.5652642289 166492.26878043334, 376298.88513234333 166492.77320061784, 376298.25771730265 166493.34185646375, 376297.6890614567 166493.9692715044, 376297.18464127224 166494.64940339004, 376296.7493145913 166495.37570207872, 376296.38727384777 166496.14117291706, 376296.10200569197 166496.9384440025, 376295.89625741215 166497.75983717857, 376295.77201047674 166498.59744198, 376295.7304614517 166499.4431918147, 376295.77201047674 166500.2889416494, 376295.89625741215 166501.12654645083, 376296.10200569197 166501.9479396269, 376296.38727384777 166502.74521071234, 376296.7493145913 166503.5106815507, 376297.18464127224 166504.23698023937, 376297.6890614567 166504.917112125, 376298.25771730265 166505.54452716565, 376298.88513234333 166506.11318301156, 376299.5652642289 166506.61760319606, 376300.2915629176 166507.05292987704, 376301.057033756 166507.41497062056, 376301.85430484137 166507.70023877636, 376302.67569801747 166507.90598705615, 376303.51330281893 166508.03023399154, 376304.3590526536 166508.0717830166, 376305.20480248827 166508.03023399154, 376306.04240728973 166507.90598705615, 376306.8638004658 166507.70023877636, 376307.6610715512 166507.41497062056, 376308.4265423896 166507.05292987704, 376309.1528410783 166506.61760319606, 376309.83297296386 166506.11318301156, 376310.46038800455 166505.54452716565, 376311.0290438505 166504.917112125, 376311.53346403496 166504.23698023937, 376311.9687907159 166503.5106815507, 376312.33083145943 166502.74521071234, 376312.61609961523 166501.9479396269, 376312.82184789504 166501.12654645083, 376312.94609483046 166500.2889416494, 376312.9876438555 166499.4431918147))",0.901862673,0.5,0.302467799,0.3,0.501082618,0.641301506,0.430649571,0.451606434,0.520742704,155,37,192,120,163,0.509076567,149
107,380,10.81198019,21.62396039,"POLYGON ((376575.6848865207 166516.22769227714, 376575.6328238809 166515.16793289725, 376575.47713735304 166514.11837957954, 376575.21932628355 166513.08914009616, 376574.8618735339 166512.09012658597, 376574.40822156955 166511.1309600952, 376573.86273930693 166510.22087792156, 376573.23068003834 166509.36864465376, 376572.5181308401 166508.58246776415, 376571.7319539504 166507.86991856588, 376570.8797206827 166507.23785929728, 376569.969638509 166506.69237703463, 376569.0104720183 166506.2387250703, 376568.0114585081 166505.8812723207, 376566.9822190247 166505.62346125118, 376565.93266570696 166505.46777472334, 376564.8729063271 166505.4157120835, 376563.8131469472 166505.46777472334, 376562.76359362947 166505.62346125118, 376561.73435414606 166505.8812723207, 376560.7353406359 166506.2387250703, 376559.77617414517 166506.69237703463, 376558.86609197146 166507.23785929728, 376558.0138587037 166507.86991856588, 376557.22768181405 166508.58246776415, 376556.5151326158 166509.36864465376, 376555.8830733472 166510.22087792156, 376555.3375910846 166511.1309600952, 376554.8839391202 166512.09012658597, 376554.5264863706 166513.08914009616, 376554.2686753011 166514.11837957954, 376554.11298877327 166515.16793289725, 376554.0609261334 166516.22769227714, 376554.11298877327 166517.28745165703, 376554.2686753011 166518.33700497475, 376554.5264863706 166519.36624445813, 376554.8839391202 166520.3652579683, 376555.3375910846 166521.32442445908, 376555.8830733472 166522.23450663273, 376556.5151326158 166523.08673990052, 376557.22768181405 166523.87291679013, 376558.0138587037 166524.5854659884, 376558.86609197146 166525.217525257, 376559.77617414517 166525.76300751965, 376560.7353406359 166526.216659484, 376561.73435414606 166526.5741122336, 376562.76359362947 166526.8319233031, 376563.8131469472 166526.98760983095, 376564.8729063271 166527.0396724708, 376565.93266570696 166526.98760983095, 376566.9822190247 166526.8319233031, 376568.0114585081 166526.5741122336, 376569.0104720183 166526.216659484, 376569.969638509 166525.76300751965, 376570.8797206827 166525.217525257, 376571.7319539504 166524.5854659884, 376572.5181308401 166523.87291679013, 376573.23068003834 166523.08673990052, 376573.86273930693 166522.23450663273, 376574.40822156955 166521.32442445908, 376574.8618735339 166520.3652579683, 376575.21932628355 166519.36624445813, 376575.47713735304 166518.33700497475, 376575.6328238809 166517.28745165703, 376575.6848865207 166516.22769227714))",0.745921293,0.5,0.498663065,1,0.68614609,0.697760106,0.786687654,0.623515791,0.623983718,39,21,43,80,73,0.683618672,38
108,381,15,30,"POLYGON ((376521.59188981465 166355.6056861024, 376521.5196607147 166354.13542899746, 376521.3036690207 166352.67933127217, 376520.94599485066 166351.25141594358, 376520.45008280233 166349.86543461695, 376519.82070877985 166348.53473505002, 376519.06393399916 166347.27213260712, 376518.1870466151 166346.08978683996, 376517.1984915325 166344.99908438462, 376516.1077890771 166344.01052930197, 376514.92544330994 166343.13364191787, 376513.66284086707 166342.37686713718, 376512.33214130014 166341.74749311473, 376510.94615997345 166341.25158106643, 376509.5182446449 166340.89390689635, 376508.0621469196 166340.67791520234, 376506.59188981465 166340.6056861024, 376505.1216327097 166340.67791520234, 376503.6655349844 166340.89390689635, 376502.23761965585 166341.25158106643, 376500.85163832916 166341.74749311473, 376499.52093876223 166342.37686713718, 376498.25833631936 166343.13364191787, 376497.0759905522 166344.01052930197, 376495.9852880968 166344.99908438462, 376494.9967330142 166346.08978683996, 376494.11984563014 166347.27213260712, 376493.36307084945 166348.53473505002, 376492.73369682697 166349.86543461695, 376492.23778477864 166351.25141594358, 376491.8801106086 166352.67933127217, 376491.6641189146 166354.13542899746, 376491.59188981465 166355.6056861024, 376491.6641189146 166357.07594320737, 376491.8801106086 166358.53204093265, 376492.23778477864 166359.95995626124, 376492.73369682697 166361.34593758787, 376493.36307084945 166362.6766371548, 376494.11984563014 166363.9392395977, 376494.9967330142 166365.12158536486, 376495.9852880968 166366.2122878202, 376497.0759905522 166367.20084290285, 376498.25833631936 166368.07773028695, 376499.52093876223 166368.83450506764, 376500.85163832916 166369.4638790901, 376502.23761965585 166369.9597911384, 376503.6655349844 166370.31746530847, 376505.1216327097 166370.5334570025, 376506.59188981465 166370.6056861024, 376508.0621469196 166370.5334570025, 376509.5182446449 166370.31746530847, 376510.94615997345 166369.9597911384, 376512.33214130014 166369.4638790901, 376513.66284086707 166368.83450506764, 376514.92544330994 166368.07773028695, 376516.1077890771 166367.20084290285, 376517.1984915325 166366.2122878202, 376518.1870466151 166365.12158536486, 376519.06393399916 166363.9392395977, 376519.82070877985 166362.6766371548, 376520.45008280233 166361.34593758787, 376520.94599485066 166359.95995626124, 376521.3036690207 166358.53204093265, 376521.5196607147 166357.07594320737, 376521.59188981465 166355.6056861024))",0.821732952,0.5,0.998327493,0.3,0.655015111,0.7056156,0.523009067,0.783510337,0.609095714,48,18,161,26,81,0.655249166,48
