,ID,Radius,Diameter,geometry,score_distance,score_landuse,score_tanksize,score_floods,Even_Weighting_Final,Distance_Priority_Final,Flood_Zones_Priority_Final,Tank_Size_Priority_Final,Land_Use_Priority_Final,even_rank,distance_rank,flood_rank,tank_rank,landuse_rank,Mean_Score,mean_rank
24,82,3.752998689,7.505997377,"POLYGON ((376244.93343331467 166107.06134362583, 376244.9153616002 166106.69348542672, 376244.8613204972 166106.32916990313, 376244.77183045115 166105.97190561277, 376244.64775329997 166105.625133206, 376244.4902839746 166105.29219229068, 376244.3009389906 166104.97628926986, 376244.08154184377 166104.68046646228, 376243.8342054485 166104.4075728033, 376243.56131178956 166104.16023640803, 376243.26548898197 166103.9408392612, 376242.9495859611 166103.75149427724, 376242.6166450458 166103.59402495183, 376242.2698726391 166103.4699478007, 376241.9126083487 166103.38045775463, 376241.5482928251 166103.32641665166, 376241.180434626 166103.3083449372, 376240.8125764269 166103.32641665166, 376240.4482609033 166103.38045775463, 376240.0909966129 166103.4699478007, 376239.7442242062 166103.59402495183, 376239.4112832909 166103.75149427724, 376239.09538027004 166103.9408392612, 376238.79955746245 166104.16023640803, 376238.5266638035 166104.4075728033, 376238.27932740824 166104.68046646228, 376238.0599302614 166104.97628926986, 376237.8705852774 166105.29219229068, 376237.71311595204 166105.625133206, 376237.58903880086 166105.97190561277, 376237.49954875483 166106.32916990313, 376237.44550765184 166106.69348542672, 376237.42743593734 166107.06134362583, 376237.44550765184 166107.42920182494, 376237.49954875483 166107.79351734853, 376237.58903880086 166108.1507816389, 376237.71311595204 166108.49755404567, 376237.8705852774 166108.83049496097, 376238.0599302614 166109.1463979818, 376238.27932740824 166109.44222078938, 376238.5266638035 166109.71511444837, 376238.79955746245 166109.96245084362, 376239.09538027004 166110.18184799046, 376239.4112832909 166110.37119297442, 376239.7442242062 166110.52866229982, 376240.0909966129 166110.65273945095, 376240.4482609033 166110.74222949703, 376240.8125764269 166110.7962706, 376241.180434626 166110.81434231446, 376241.5482928251 166110.7962706, 376241.9126083487 166110.74222949703, 376242.2698726391 166110.65273945095, 376242.6166450458 166110.52866229982, 376242.9495859611 166110.37119297442, 376243.26548898197 166110.18184799046, 376243.56131178956 166109.96245084362, 376243.8342054485 166109.71511444837, 376244.08154184377 166109.44222078938, 376244.3009389906 166109.1463979818, 376244.4902839746 166108.83049496097, 376244.64775329997 166108.49755404567, 376244.77183045115 166108.1507816389, 376244.8613204972 166107.79351734853, 376244.9153616002 166107.42920182494, 376244.93343331467 166107.06134362583))",0.686030924,0.5,0.023436964,0.3,0.377366972,0.491531007,0.356420183,0.268924667,0.435721729,218,113,222,211,216,0.385992912,217
25,89,15,30,"POLYGON ((376534.0899117306 165923.73568595006, 376534.0176826307 165922.2654288451, 376533.80169093667 165920.80933111982, 376533.4440167666 165919.38141579123, 376532.9481047183 165917.9954344646, 376532.3187306958 165916.66473489767, 376531.5619559151 165915.40213245476, 376530.6850685311 165914.2197866876, 376529.69651344843 165913.12908423226, 376528.60581099306 165912.14052914962, 376527.4234652259 165911.26364176552, 376526.160862783 165910.50686698483, 376524.8301632161 165909.87749296238, 376523.4441818894 165909.38158091408, 376522.0162665609 165909.023906744, 376520.56016883557 165908.80791504998, 376519.0899117306 165908.73568595006, 376517.61965462565 165908.80791504998, 376516.16355690034 165909.023906744, 376514.7356415718 165909.38158091408, 376513.3496602451 165909.87749296238, 376512.0189606782 165910.50686698483, 376510.7563582353 165911.26364176552, 376509.57401246816 165912.14052914962, 376508.4833100128 165913.12908423226, 376507.49475493014 165914.2197866876, 376506.6178675461 165915.40213245476, 376505.8610927654 165916.66473489767, 376505.2317187429 165917.9954344646, 376504.7358066946 165919.38141579123, 376504.37813252455 165920.80933111982, 376504.16214083054 165922.2654288451, 376504.0899117306 165923.73568595006, 376504.16214083054 165925.205943055, 376504.37813252455 165926.6620407803, 376504.7358066946 165928.0899561089, 376505.2317187429 165929.47593743552, 376505.8610927654 165930.80663700245, 376506.6178675461 165932.06923944535, 376507.49475493014 165933.2515852125, 376508.4833100128 165934.34228766785, 376509.57401246816 165935.3308427505, 376510.7563582353 165936.2077301346, 376512.0189606782 165936.9645049153, 376513.3496602451 165937.59387893774, 376514.7356415718 165938.08979098604, 376516.16355690034 165938.44746515612, 376517.61965462565 165938.66345685013, 376519.0899117306 165938.73568595006, 376520.56016883557 165938.66345685013, 376522.0162665609 165938.44746515612, 376523.4441818894 165938.08979098604, 376524.8301632161 165937.59387893774, 376526.160862783 165936.9645049153, 376527.4234652259 165936.2077301346, 376528.60581099306 165935.3308427505, 376529.69651344843 165934.34228766785, 376530.6850685311 165933.2515852125, 376531.5619559151 165932.06923944535, 376532.3187306958 165930.80663700245, 376532.9481047183 165929.47593743552, 376533.4440167666 165928.0899561089, 376533.80169093667 165926.6620407803, 376534.0176826307 165925.205943055, 376534.0899117306 165923.73568595006))",0.483629222,0.5,0.998327493,1,0.745489179,0.641563735,0.822293507,0.820889591,0.646474968,15,36,23,13,60,0.735342196,19
26,90,15,30,"POLYGON ((376653.23956203635 166009.14548042582, 376653.1673329364 166007.67522332087, 376652.9513412424 166006.21912559558, 376652.59366707236 166004.791210267, 376652.09775502403 166003.40522894036, 376651.46838100156 166002.07452937344, 376650.71160622087 166000.81192693053, 376649.8347188368 165999.62958116338, 376648.8461637542 165998.53887870803, 376647.7554612988 165997.5503236254, 376646.57311553165 165996.67343624128, 376645.31051308877 165995.9166614606, 376643.97981352184 165995.28728743814, 376642.59383219515 165994.79137538985, 376641.1659168666 165994.43370121976, 376639.7098191413 165994.21770952575, 376638.23956203635 165994.14548042582, 376636.7693049314 165994.21770952575, 376635.3132072061 165994.43370121976, 376633.88529187755 165994.79137538985, 376632.49931055086 165995.28728743814, 376631.16861098394 165995.9166614606, 376629.90600854106 165996.67343624128, 376628.7236627739 165997.5503236254, 376627.63296031853 165998.53887870803, 376626.6444052359 165999.62958116338, 376625.76751785184 166000.81192693053, 376625.01074307115 166002.07452937344, 376624.3813690487 166003.40522894036, 376623.88545700035 166004.791210267, 376623.5277828303 166006.21912559558, 376623.3117911363 166007.67522332087, 376623.23956203635 166009.14548042582, 376623.3117911363 166010.61573753078, 376623.5277828303 166012.07183525607, 376623.88545700035 166013.49975058465, 376624.3813690487 166014.8857319113, 376625.01074307115 166016.2164314782, 376625.76751785184 166017.47903392112, 376626.6444052359 166018.66137968827, 376627.63296031853 166019.75208214362, 376628.7236627739 166020.74063722626, 376629.90600854106 166021.61752461037, 376631.16861098394 166022.37429939106, 376632.49931055086 166023.0036734135, 376633.88529187755 166023.4995854618, 376635.3132072061 166023.85725963188, 376636.7693049314 166024.0732513259, 376638.23956203635 166024.14548042582, 376639.7098191413 166024.0732513259, 376641.1659168666 166023.85725963188, 376642.59383219515 166023.4995854618, 376643.97981352184 166023.0036734135, 376645.31051308877 166022.37429939106, 376646.57311553165 166021.61752461037, 376647.7554612988 166020.74063722626, 376648.8461637542 166019.75208214362, 376649.8347188368 166018.66137968827, 376650.71160622087 166017.47903392112, 376651.46838100156 166016.2164314782, 376652.09775502403 166014.8857319113, 376652.59366707236 166013.49975058465, 376652.9513412424 166012.07183525607, 376653.1673329364 166010.61573753078, 376653.23956203635 166009.14548042582))",0.500633819,0.5,0.998327493,1,0.749740328,0.650066034,0.824844197,0.82429051,0.649875888,11,33,19,10,57,0.739763391,15
27,91,15,30,"POLYGON ((376576.82872717385 165948.90361300667, 376576.7564980739 165947.4333559017, 376576.5405063799 165945.97725817643, 376576.18283220986 165944.54934284784, 376575.68692016153 165943.1633615212, 376575.05754613905 165941.83266195428, 376574.30077135836 165940.57005951137, 376573.4238839743 165939.38771374422, 376572.4353288917 165938.29701128887, 376571.3446264363 165937.30845620623, 376570.16228066914 165936.43156882212, 376568.89967822627 165935.67479404144, 376567.56897865934 165935.04542001899, 376566.18299733265 165934.5495079707, 376564.7550820041 165934.1918338006, 376563.2989842788 165933.9758421066, 376561.82872717385 165933.90361300667, 376560.3584700689 165933.9758421066, 376558.9023723436 165934.1918338006, 376557.47445701505 165934.5495079707, 376556.08847568836 165935.04542001899, 376554.75777612143 165935.67479404144, 376553.49517367856 165936.43156882212, 376552.3128279114 165937.30845620623, 376551.222125456 165938.29701128887, 376550.2335703734 165939.38771374422, 376549.35668298934 165940.57005951137, 376548.59990820865 165941.83266195428, 376547.97053418617 165943.1633615212, 376547.47462213784 165944.54934284784, 376547.1169479678 165945.97725817643, 376546.9009562738 165947.4333559017, 376546.82872717385 165948.90361300667, 376546.9009562738 165950.37387011162, 376547.1169479678 165951.8299678369, 376547.47462213784 165953.2578831655, 376547.97053418617 165954.64386449213, 376548.59990820865 165955.97456405906, 376549.35668298934 165957.23716650196, 376550.2335703734 165958.41951226912, 376551.222125456 165959.51021472446, 376552.3128279114 165960.4987698071, 376553.49517367856 165961.3756571912, 376554.75777612143 165962.1324319719, 376556.08847568836 165962.76180599435, 376557.47445701505 165963.25771804265, 376558.9023723436 165963.61539221273, 376560.3584700689 165963.83138390674, 376561.82872717385 165963.90361300667, 376563.2989842788 165963.83138390674, 376564.7550820041 165963.61539221273, 376566.18299733265 165963.25771804265, 376567.56897865934 165962.76180599435, 376568.89967822627 165962.1324319719, 376570.16228066914 165961.3756571912, 376571.3446264363 165960.4987698071, 376572.4353288917 165959.51021472446, 376573.4238839743 165958.41951226912, 376574.30077135836 165957.23716650196, 376575.05754613905 165955.97456405906, 376575.68692016153 165954.64386449213, 376576.18283220986 165953.2578831655, 376576.5405063799 165951.8299678369, 376576.7564980739 165950.37387011162, 376576.82872717385 165948.90361300667))",0.489633669,0.5,0.998327493,1,0.746990291,0.644565959,0.823194174,0.82209048,0.647675858,14,35,22,12,59,0.736903352,18
28,92,15,30,"POLYGON ((376718.7386080328 166001.78696502952, 376718.6663789329 166000.31670792456, 376718.4503872389 165998.86061019928, 376718.0927130688 165997.4326948707, 376717.5968010205 165996.04671354406, 376716.967426998 165994.71601397713, 376716.2106522173 165993.45341153422, 376715.3337648333 165992.27106576707, 376714.34520975064 165991.18036331172, 376713.25450729526 165990.19180822908, 376712.0721615281 165989.31492084498, 376710.80955908523 165988.5581460643, 376709.4788595183 165987.92877204184, 376708.0928781916 165987.43285999354, 376706.6649628631 165987.07518582346, 376705.20886513777 165986.85919412944, 376703.7386080328 165986.78696502952, 376702.26835092786 165986.85919412944, 376700.81225320254 165987.07518582346, 376699.384337874 165987.43285999354, 376697.9983565473 165987.92877204184, 376696.6676569804 165988.5581460643, 376695.4050545375 165989.31492084498, 376694.22270877036 165990.19180822908, 376693.132006315 165991.18036331172, 376692.14345123235 165992.27106576707, 376691.2665638483 165993.45341153422, 376690.5097890676 165994.71601397713, 376689.88041504513 165996.04671354406, 376689.3845029968 165997.4326948707, 376689.02682882675 165998.86061019928, 376688.81083713274 166000.31670792456, 376688.7386080328 166001.78696502952, 376688.81083713274 166003.25722213447, 376689.02682882675 166004.71331985976, 376689.3845029968 166006.14123518835, 376689.88041504513 166007.52721651498, 376690.5097890676 166008.8579160819, 376691.2665638483 166010.1205185248, 376692.14345123235 166011.30286429197, 376693.132006315 166012.3935667473, 376694.22270877036 166013.38212182996, 376695.4050545375 166014.25900921406, 376696.6676569804 166015.01578399475, 376697.9983565473 166015.6451580172, 376699.384337874 166016.1410700655, 376700.81225320254 166016.49874423558, 376702.26835092786 166016.7147359296, 376703.7386080328 166016.78696502952, 376705.20886513777 166016.7147359296, 376706.6649628631 166016.49874423558, 376708.0928781916 166016.1410700655, 376709.4788595183 166015.6451580172, 376710.80955908523 166015.01578399475, 376712.0721615281 166014.25900921406, 376713.25450729526 166013.38212182996, 376714.34520975064 166012.3935667473, 376715.3337648333 166011.30286429197, 376716.2106522173 166010.1205185248, 376716.967426998 166008.8579160819, 376717.5968010205 166007.52721651498, 376718.0927130688 166006.14123518835, 376718.4503872389 166004.71331985976, 376718.6663789329 166003.25722213447, 376718.7386080328 166001.78696502952))",0.453020911,0.5,0.998327493,1,0.737837101,0.626259579,0.817702261,0.814767929,0.640353306,18,44,25,15,62,0.727384035,22
29,94,15,30,"POLYGON ((376421.50455454114 165964.97577746215, 376421.4323254412 165963.5055203572, 376421.2163337472 165962.0494226319, 376420.85865957715 165960.62150730332, 376420.3627475288 165959.2355259767, 376419.73337350634 165957.90482640977, 376418.97659872565 165956.64222396686, 376418.0997113416 165955.4598781997, 376417.11115625896 165954.36917574436, 376416.0204538036 165953.38062066172, 376414.83810803643 165952.5037332776, 376413.57550559356 165951.74695849692, 376412.24480602663 165951.11758447447, 376410.85882469994 165950.62167242618, 376409.4309093714 165950.2639982561, 376407.9748116461 165950.04800656208, 376406.50455454114 165949.97577746215, 376405.0342974362 165950.04800656208, 376403.5781997109 165950.2639982561, 376402.15028438234 165950.62167242618, 376400.76430305565 165951.11758447447, 376399.4336034887 165951.74695849692, 376398.17100104585 165952.5037332776, 376396.9886552787 165953.38062066172, 376395.8979528233 165954.36917574436, 376394.9093977407 165955.4598781997, 376394.0325103566 165956.64222396686, 376393.27573557594 165957.90482640977, 376392.64636155346 165959.2355259767, 376392.15044950513 165960.62150730332, 376391.7927753351 165962.0494226319, 376391.57678364107 165963.5055203572, 376391.50455454114 165964.97577746215, 376391.57678364107 165966.4460345671, 376391.7927753351 165967.9021322924, 376392.15044950513 165969.33004762098, 376392.64636155346 165970.71602894762, 376393.27573557594 165972.04672851454, 376394.0325103566 165973.30933095745, 376394.9093977407 165974.4916767246, 376395.8979528233 165975.58237917995, 376396.9886552787 165976.5709342626, 376398.17100104585 165977.4478216467, 376399.4336034887 165978.2045964274, 376400.76430305565 165978.83397044984, 376402.15028438234 165979.32988249813, 376403.5781997109 165979.6875566682, 376405.0342974362 165979.90354836223, 376406.50455454114 165979.97577746215, 376407.9748116461 165979.90354836223, 376409.4309093714 165979.6875566682, 376410.85882469994 165979.32988249813, 376412.24480602663 165978.83397044984, 376413.57550559356 165978.2045964274, 376414.83810803643 165977.4478216467, 376416.0204538036 165976.5709342626, 376417.11115625896 165975.58237917995, 376418.0997113416 165974.4916767246, 376418.97659872565 165973.30933095745, 376419.73337350634 165972.04672851454, 376420.3627475288 165970.71602894762, 376420.85865957715 165969.33004762098, 376421.2163337472 165967.9021322924, 376421.4323254412 165966.4460345671, 376421.50455454114 165964.97577746215))",0.552883551,0.5,0.998327493,1,0.762802761,0.676190899,0.832681657,0.834740457,0.660325834,9,27,15,5,53,0.753348322,9
30,95,14.90444491,29.80888981,"POLYGON ((376349.02364600735 166025.6530467952, 376348.9518770313 166024.19215572736, 376348.73726127774 166022.74533383912, 376348.3818656136 166021.32651481617, 376347.8891126935 166019.94936266128, 376347.2637479973 166018.62714010256, 376346.511794129 166017.37258086604, 376345.64049281535 166016.197767043, 376344.65823516436 166015.11401273272, 376343.5744808541 166014.13175508173, 376342.399667031 166013.26045376807, 376341.1451077945 166012.50849989976, 376339.8228852358 166011.88313520362, 376338.4457330809 166011.39038228348, 376337.02691405796 166011.03498661934, 376335.5800921697 166010.82037086578, 376334.1192011019 166010.74860188976, 376332.6583100341 166010.82037086578, 376331.2114881458 166011.03498661934, 376329.79266912286 166011.39038228348, 376328.415516968 166011.88313520362, 376327.0932944093 166012.50849989976, 376325.83873517276 166013.26045376807, 376324.6639213497 166014.13175508173, 376323.5801670394 166015.11401273272, 376322.5979093884 166016.197767043, 376321.7266080748 166017.37258086604, 376320.9746542065 166018.62714010256, 376320.3492895103 166019.94936266128, 376319.85653659014 166021.32651481617, 376319.50114092603 166022.74533383912, 376319.2865251725 166024.19215572736, 376319.2147561964 166025.6530467952, 376319.2865251725 166027.11393786303, 376319.50114092603 166028.56075975127, 376319.85653659014 166029.97957877422, 376320.3492895103 166031.3567309291, 376320.9746542065 166032.67895348783, 376321.7266080748 166033.93351272435, 376322.5979093884 166035.1083265474, 376323.5801670394 166036.19208085767, 376324.6639213497 166037.17433850866, 376325.83873517276 166038.04563982232, 376327.0932944093 166038.79759369063, 376328.415516968 166039.42295838677, 376329.79266912286 166039.9157113069, 376331.2114881458 166040.27110697105, 376332.6583100341 166040.4857227246, 376334.1192011019 166040.55749170063, 376335.5800921697 166040.4857227246, 376337.02691405796 166040.27110697105, 376338.4457330809 166039.9157113069, 376339.8228852358 166039.42295838677, 376341.1451077945 166038.79759369063, 376342.399667031 166038.04563982232, 376343.5744808541 166037.17433850866, 376344.65823516436 166036.19208085767, 376345.64049281535 166035.1083265474, 376346.511794129 166033.93351272435, 376347.2637479973 166032.67895348783, 376347.8891126935 166031.3567309291, 376348.3818656136 166029.97957877422, 376348.73726127774 166028.56075975127, 376348.9518770313 166027.11393786303, 376349.02364600735 166025.6530467952))",0.619194278,0.5,0.985119465,0.3,0.601078436,0.602365059,0.490647061,0.736398588,0.566606775,97,60,172,45,114,0.599419184,96
31,96,15,30,"POLYGON ((376213.8454112582 165880.9044300727, 376213.7731821583 165879.43417296774, 376213.5571904643 165877.97807524246, 376213.19951629423 165876.55015991387, 376212.7036042459 165875.16417858723, 376212.0742302234 165873.8334790203, 376211.31745544274 165872.5708765774, 376210.4405680587 165871.38853081025, 376209.45201297605 165870.2978283549, 376208.3613105207 165869.30927327226, 376207.1789647535 165868.43238588815, 376205.91636231064 165867.67561110746, 376204.5856627437 165867.04623708501, 376203.199681417 165866.55032503672, 376201.7717660885 165866.19265086664, 376200.3156683632 165865.97665917262, 376198.8454112582 165865.9044300727, 376197.37515415327 165865.97665917262, 376195.91905642796 165866.19265086664, 376194.4911410994 165866.55032503672, 376193.10515977273 165867.04623708501, 376191.7744602058 165867.67561110746, 376190.51185776293 165868.43238588815, 376189.3295119958 165869.30927327226, 376188.2388095404 165870.2978283549, 376187.25025445776 165871.38853081025, 376186.3733670737 165872.5708765774, 376185.616592293 165873.8334790203, 376184.98721827054 165875.16417858723, 376184.4913062222 165876.55015991387, 376184.13363205217 165877.97807524246, 376183.91764035815 165879.43417296774, 376183.8454112582 165880.9044300727, 376183.91764035815 165882.37468717765, 376184.13363205217 165883.83078490294, 376184.4913062222 165885.25870023153, 376184.98721827054 165886.64468155816, 376185.616592293 165887.97538112508, 376186.3733670737 165889.237983568, 376187.25025445776 165890.42032933515, 376188.2388095404 165891.5110317905, 376189.3295119958 165892.49958687313, 376190.51185776293 165893.37647425724, 376191.7744602058 165894.13324903793, 376193.10515977273 165894.76262306038, 376194.4911410994 165895.25853510867, 376195.91905642796 165895.61620927876, 376197.37515415327 165895.83220097277, 376198.8454112582 165895.9044300727, 376200.3156683632 165895.83220097277, 376201.7717660885 165895.61620927876, 376203.199681417 165895.25853510867, 376204.5856627437 165894.76262306038, 376205.91636231064 165894.13324903793, 376207.1789647535 165893.37647425724, 376208.3613105207 165892.49958687313, 376209.45201297605 165891.5110317905, 376210.4405680587 165890.42032933515, 376211.31745544274 165889.237983568, 376212.0742302234 165887.97538112508, 376212.7036042459 165886.64468155816, 376213.19951629423 165885.25870023153, 376213.5571904643 165883.83078490294, 376213.7731821583 165882.37468717765, 376213.8454112582 165880.9044300727))",0.456914891,0.5,0.998327493,1,0.738810596,0.628206569,0.818286358,0.815546725,0.641132102,17,43,24,14,61,0.72839647,21
32,97,4.492846762,8.985693525,"POLYGON ((376741.0613685434 166079.68938083807, 376741.03973425826 166079.2490048465, 376740.97503975267 166078.81286991644, 376740.8679080702 166078.38517626573, 376740.7193709475 166077.970042818, 376740.5308588783 166077.57146753528, 376740.3041873367 166077.1932889154, 376740.0415392937 166076.8391490253, 376739.7454441936 166076.51245842563, 376739.4187535939 166076.21636332545, 376739.06461370375 166075.9537152825, 376738.6864350839 166075.72704374095, 376738.2878598012 166075.5385316717, 376737.87272635347 166075.38999454895, 376737.44503270276 166075.2828628665, 376737.0088977727 166075.21816836097, 376736.5685217811 166075.19653407577, 376736.12814578955 166075.21816836097, 376735.6920108595 166075.2828628665, 376735.2643172088 166075.38999454895, 376734.84918376105 166075.5385316717, 376734.45060847834 166075.72704374095, 376734.0724298585 166075.9537152825, 376733.7182899683 166076.21636332545, 376733.39159936865 166076.51245842563, 376733.09550426854 166076.8391490253, 376732.83285622555 166077.1932889154, 376732.606184684 166077.57146753528, 376732.41767261474 166077.970042818, 376732.26913549204 166078.38517626573, 376732.1620038096 166078.81286991644, 376732.097309304 166079.2490048465, 376732.07567501883 166079.68938083807, 376732.097309304 166080.12975682964, 376732.1620038096 166080.5658917597, 376732.26913549204 166080.9935854104, 376732.41767261474 166081.40871885815, 376732.606184684 166081.80729414086, 376732.83285622555 166082.18547276073, 376733.09550426854 166082.53961265084, 376733.39159936865 166082.8663032505, 376733.7182899683 166083.1623983507, 376734.0724298585 166083.42504639365, 376734.45060847834 166083.6517179352, 376734.84918376105 166083.84023000445, 376735.2643172088 166083.9887671272, 376735.6920108595 166084.09589880964, 376736.12814578955 166084.16059331517, 376736.5685217811 166084.18222760037, 376737.0088977727 166084.16059331517, 376737.44503270276 166084.09589880964, 376737.87272635347 166083.9887671272, 376738.2878598012 166083.84023000445, 376738.6864350839 166083.6517179352, 376739.06461370375 166083.42504639365, 376739.4187535939 166083.1623983507, 376739.7454441936 166082.8663032505, 376740.0415392937 166082.53961265084, 376740.3041873367 166082.18547276073, 376740.5308588783 166081.80729414086, 376740.7193709475 166081.40871885815, 376740.8679080702 166080.9935854104, 376740.97503975267 166080.5658917597, 376741.03973425826 166080.12975682964, 376741.0613685434 166079.68938083807))",0.482847469,1,0.051635471,1,0.633620735,0.599169055,0.780172441,0.422387229,0.754314814,66,62,48,133,26,0.637932855,58
33,103,15,30,"POLYGON ((377230.2576810953 165847.43796826515, 377230.18545199535 165845.9677111602, 377229.96946030133 165844.5116134349, 377229.6117861313 165843.08369810632, 377229.11587408296 165841.6977167797, 377228.4865000605 165840.36701721276, 377227.7297252798 165839.10441476986, 377226.85283789574 165837.9220690027, 377225.8642828131 165836.83136654735, 377224.7735803577 165835.8428114647, 377223.59123459057 165834.9659240806, 377222.3286321477 165834.20914929992, 377220.99793258077 165833.57977527747, 377219.6119512541 165833.08386322917, 377218.18403592554 165832.7261890591, 377216.72793820023 165832.51019736507, 377215.2576810953 165832.43796826515, 377213.7874239903 165832.51019736507, 377212.331326265 165832.7261890591, 377210.9034109365 165833.08386322917, 377209.5174296098 165833.57977527747, 377208.18673004286 165834.20914929992, 377206.9241276 165834.9659240806, 377205.7417818328 165835.8428114647, 377204.65107937745 165836.83136654735, 377203.6625242948 165837.9220690027, 377202.78563691076 165839.10441476986, 377202.0288621301 165840.36701721276, 377201.3994881076 165841.6977167797, 377200.90357605927 165843.08369810632, 377200.5459018892 165844.5116134349, 377200.3299101952 165845.9677111602, 377200.2576810953 165847.43796826515, 377200.3299101952 165848.9082253701, 377200.5459018892 165850.3643230954, 377200.90357605927 165851.79223842398, 377201.3994881076 165853.1782197506, 377202.0288621301 165854.50891931754, 377202.78563691076 165855.77152176044, 377203.6625242948 165856.9538675276, 377204.65107937745 165858.04456998294, 377205.7417818328 165859.0331250656, 377206.9241276 165859.9100124497, 377208.18673004286 165860.66678723038, 377209.5174296098 165861.29616125283, 377210.9034109365 165861.79207330113, 377212.331326265 165862.1497474712, 377213.7874239903 165862.36573916522, 377215.2576810953 165862.43796826515, 377216.72793820023 165862.36573916522, 377218.18403592554 165862.1497474712, 377219.6119512541 165861.79207330113, 377220.99793258077 165861.29616125283, 377222.3286321477 165860.66678723038, 377223.59123459057 165859.9100124497, 377224.7735803577 165859.0331250656, 377225.8642828131 165858.04456998294, 377226.85283789574 165856.9538675276, 377227.7297252798 165855.77152176044, 377228.4865000605 165854.50891931754, 377229.11587408296 165853.1782197506, 377229.6117861313 165851.79223842398, 377229.96946030133 165850.3643230954, 377230.18545199535 165848.9082253701, 377230.2576810953 165847.43796826515))",0,0.5,0.998327493,1,0.624581873,0.399749124,0.749749124,0.724163746,0.549749124,75.5,166.5,76.5,53.5,138.5,0.609598598,83.5
34,108,15,30,"POLYGON ((376598.39670996374 165881.910440572, 376598.3244808638 165880.44018346706, 376598.1084891698 165878.98408574177, 376597.75081499974 165877.55617041318, 376597.2549029514 165876.17018908655, 376596.62552892894 165874.83948951963, 376595.86875414825 165873.57688707672, 376594.9918667642 165872.39454130956, 376594.00331168156 165871.30383885422, 376592.9126092262 165870.31528377158, 376591.73026345903 165869.43839638747, 376590.46766101616 165868.68162160678, 376589.1369614492 165868.05224758433, 376587.75098012254 165867.55633553604, 376586.323064794 165867.19866136595, 376584.8669670687 165866.98266967194, 376583.39670996374 165866.910440572, 376581.9264528588 165866.98266967194, 376580.47035513347 165867.19866136595, 376579.04243980494 165867.55633553604, 376577.65645847825 165868.05224758433, 376576.3257589113 165868.68162160678, 376575.06315646844 165869.43839638747, 376573.8808107013 165870.31528377158, 376572.7901082459 165871.30383885422, 376571.80155316327 165872.39454130956, 376570.9246657792 165873.57688707672, 376570.16789099853 165874.83948951963, 376569.53851697606 165876.17018908655, 376569.04260492773 165877.55617041318, 376568.6849307577 165878.98408574177, 376568.46893906366 165880.44018346706, 376568.39670996374 165881.910440572, 376568.46893906366 165883.38069767697, 376568.6849307577 165884.83679540225, 376569.04260492773 165886.26471073084, 376569.53851697606 165887.65069205748, 376570.16789099853 165888.9813916244, 376570.9246657792 165890.2439940673, 376571.80155316327 165891.42633983446, 376572.7901082459 165892.5170422898, 376573.8808107013 165893.50559737245, 376575.06315646844 165894.38248475656, 376576.3257589113 165895.13925953725, 376577.65645847825 165895.7686335597, 376579.04243980494 165896.264545608, 376580.47035513347 165896.62221977807, 376581.9264528588 165896.8382114721, 376583.39670996374 165896.910440572, 376584.8669670687 165896.8382114721, 376586.323064794 165896.62221977807, 376587.75098012254 165896.264545608, 376589.1369614492 165895.7686335597, 376590.46766101616 165895.13925953725, 376591.73026345903 165894.38248475656, 376592.9126092262 165893.50559737245, 376594.00331168156 165892.5170422898, 376594.9918667642 165891.42633983446, 376595.86875414825 165890.2439940673, 376596.62552892894 165888.9813916244, 376597.2549029514 165887.65069205748, 376597.75081499974 165886.26471073084, 376598.1084891698 165884.83679540225, 376598.3244808638 165883.38069767697, 376598.39670996374 165881.910440572))",0.419926138,0.5,0.998327493,1,0.729563408,0.609712193,0.812738045,0.808148974,0.633734352,24,53,28,18,68,0.718779394,27
